id,ejercicio,lluvia,lluvia_normal,lluvia_anom,thi_dias,gw,gw_z
1605006,2026,686.0214517275277,1092.108792399324,-37.183780910657894,63,0.6399672299027138,-2.0118019291844336
1606001,2021,881.2175170811216,1155.0541565842564,-23.707688331508937,40,0.7104044418842805,-0.3412071884863968
1606001,2022,929.092668484387,1155.0541565842564,-19.562847924645034,41,0.7010844214029698,-0.6139585118095573
1606001,2023,643.4602031194386,1155.0541565842564,-44.291771996017154,79,0.6382061571940604,-2.4540971473022757
1606001,2024,1333.7066450893685,1155.0541565842564,15.467022692115666,66,0.6712378877765418,-1.4874202772146634
1606001,2025,828.353194259646,1155.0541565842564,-28.28447137844475,62,0.6614049539170507,-1.7751820613977958
1606001,2026,700.8017146841479,1155.0541565842564,-39.32737173496961,63,0.6444295314900154,-2.2719694815786977
1606002,2021,874.4163286812109,1136.8298779574736,-23.082921584339207,40,0.7104044418842805,-0.3412071884863968
1606002,2022,900.1912797603769,1136.8298779574736,-20.815656131615928,41,0.7010844214029698,-0.6139585118095573
1606002,2023,637.9149195894614,1136.8298779574736,-43.88651002596851,79,0.6382061571940604,-2.4540971473022757
1606002,2024,1311.8343494508285,1136.8298779574736,15.394077415328228,66,0.6712378877765418,-1.4874202772146634
1606002,2025,813.7173626665846,1136.8298779574736,-28.422239910814167,62,0.6614049539170507,-1.7751820613977958
1606002,2026,697.8404135928588,1136.8298779574736,-38.61522932114883,63,0.6444295314900154,-2.2719694815786977
1606003,2021,875.6712576569449,1126.5048001820476,-22.266531175416826,44,0.6855396825396826,-0.6445751604201057
1606003,2022,871.7356536502059,1126.5048001820476,-22.61589533312863,41,0.6868872887864823,-0.6041454001643672
1606003,2023,641.8232825715468,1126.5048001820476,-43.02525098270104,79,0.628926267281106,-2.3430436942357833
1606003,2024,1302.8357656345934,1126.5048001820476,15.652926239111455,63,0.6591353355580274,-1.4367363875684407
1606003,2025,802.6620203504099,1126.5048001820476,-28.747572116807977,61,0.6522569764464926,-1.6430951889561796
1606003,2026,702.9679931413057,1126.5048001820476,-37.59742585848695,63,0.6399672299027138,-2.0118019291844336
1606004,2021,881.8700301000096,1122.1785697304538,-21.414465229733096,44,0.6855396825396826,-0.6445751604201057
1606004,2022,872.4576016139024,1122.1785697304538,-22.253229107425756,41,0.6868872887864823,-0.6041454001643672
1606004,2023,643.8498549210104,1122.1785697304538,-42.625008863280776,79,0.628926267281106,-2.3430436942357833
1606004,2024,1307.656811154921,1122.1785697304538,16.528407013602017,63,0.6591353355580274,-1.4367363875684407
1606004,2025,806.6706359429054,1122.1785697304538,-28.115662007636903,61,0.6522569764464926,-1.6430951889561796
1606004,2026,693.5250656792483,1122.1785697304538,-38.19833274433031,63,0.6399672299027138,-2.0118019291844336
1606005,2021,868.8248521464644,1113.2334015703564,-21.954834366191562,44,0.6855396825396826,-0.6445751604201057
1606005,2022,865.2108859189822,1113.2334015703564,-22.279471250279332,41,0.6868872887864823,-0.6041454001643672
1606005,2023,646.4934623475809,1113.2334015703564,-41.92651231667858,79,0.628926267281106,-2.3430436942357833
1606005,2024,1276.058253131028,1113.2334015703564,14.626299510146454,63,0.6591353355580274,-1.4367363875684407
1606005,2025,803.1032889546639,1113.2334015703564,-27.858498692027634,61,0.6522569764464926,-1.6430951889561796
1606005,2026,689.5906011076257,1113.2334015703564,-38.055164340661086,63,0.6399672299027138,-2.0118019291844336
1607001,2021,877.0382055023687,1124.478630206066,-22.004902366028315,40,0.7104044418842805,-0.3412071884863968
1607001,2022,875.698917680198,1124.478630206066,-22.12400536951761,41,0.7010844214029698,-0.6139585118095573
1607001,2023,642.7892818053408,1124.478630206066,-42.836683193566195,79,0.6382061571940604,-2.4540971473022757
1607001,2024,1287.5104076783575,1124.478630206066,14.498432704089279,66,0.6712378877765418,-1.4874202772146634
1607001,2025,784.7244389989221,1124.478630206066,-30.21437509620636,62,0.6614049539170507,-1.7751820613977958
1607001,2026,708.3907438852198,1124.478630206066,-37.00273843751003,63,0.6444295314900154,-2.2719694815786977
1607002,2021,862.4762334706103,1123.685726546724,-23.2457783261922,40,0.7104044418842805,-0.3412071884863968
1607002,2022,873.2395701876791,1123.685726546724,-22.287918271304225,41,0.7010844214029698,-0.6139585118095573
1607002,2023,646.8046798132553,1123.685726546724,-42.43900545030546,79,0.6382061571940604,-2.4540971473022757
1607002,2024,1257.1054995071931,1123.685726546724,11.873406399001848,66,0.6712378877765418,-1.4874202772146634
1607002,2025,773.3627720964672,1123.685726546724,-31.176239599203452,62,0.6614049539170507,-1.7751820613977958
1607002,2026,699.3893500979829,1123.685726546724,-37.75934555586779,63,0.6444295314900154,-2.2719694815786977
1607003,2021,864.6075207806655,1113.5522196838563,-22.35590702462679,44,0.6855396825396826,-0.6445751604201057
1607003,2022,847.47275643974,1113.5522196838563,-23.894655189108036,41,0.6868872887864823,-0.6041454001643672
1607003,2023,637.6422940707228,1113.5522196838563,-42.73799802116573,79,0.628926267281106,-2.3430436942357833
1607003,2024,1264.3991384678357,1113.5522196838563,13.546461146366864,63,0.6591353355580274,-1.4367363875684407
1607003,2025,777.3690656057852,1113.5522196838563,-30.190156162906792,61,0.6522569764464926,-1.6430951889561796
1607003,2026,684.8965220900469,1113.5522196838563,-38.49444058541836,63,0.6399672299027138,-2.0118019291844336
1607004,2021,864.140844216916,1103.0718760482368,-21.6605134279457,44,0.6855396825396826,-0.6445751604201057
1607004,2022,842.8653261712507,1103.0718760482368,-23.589265171837948,41,0.6868872887864823,-0.6041454001643672
